avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.8391561551716309,0.8391561551716309,0.0,0.0,0.8391561551716309,0.9302488799088136,0.0,0,0.0,0.0,,,,,,,
0.8528656762870093,0.8749325607168851,0.8312391751099361,0.8648370124625062,0.8404539568587097,0.9302488799088136,0.0,1,-0.045114096953491424,-0.03529472613791597,-0.029163440224750842,-0.0016466686743541459,-0.0406873761749752,0.0,,-0.0973843879288605,
0.8654319840280419,0.9093904338806762,0.8222560178165443,0.8958196880070961,0.8342617964078514,0.9302488799088136,0.0,2,-0.06649283190973607,-0.03434244715222089,-0.05031854287072496,-0.02748760262085792,-0.02755595333635319,,0.0,-0.16549047442914389,-0.059422242846803974
0.8721884543744967,0.9301621351593168,0.8453064904066447,0.8839241997942295,0.8293609921377962,0.9306057477923759,0.00035686788356237287,3,-0.08489901712742029,-0.04632468011458407,-0.0636493182829092,0.0,-0.12295332050562446,0.0007905916310451122,-0.12295332050562446,-0.22632352825673785,-0.12295332050562446
0.8674866891762584,0.9302845666971695,0.8317164882307342,0.8730938418117533,0.8348518599653758,0.9306057477923759,0.0,4,-0.09860376525479173,-0.057155038097060226,-0.08486575771054561,,-0.12295332050562446,0.0,-0.06147666025281223,-0.16184457946834382,
0.865837057979341,0.9303202534855257,0.8074741622570194,0.8928656133487809,0.8326882028260375,0.9306057477923759,0.0,5,-0.1228460912285065,-0.03752601371345754,,,-0.12295332050562446,-0.09309172112766023,-0.12295332050562446,-0.13736802375353013,-0.1234493670021875
0.8784971213319445,0.930355940273882,0.845820013020016,0.8987100607248932,0.8391024713089866,0.9306057477923759,0.0,6,-0.08453592725386626,-0.03168156633734526,-0.028633898822746622,-0.06197270674937527,-0.12295332050562446,-0.1002817457870806,,-0.1663704552677182,-0.12295332050562446
0.8849638224400385,0.9304273138505945,0.8779941265967949,0.9045963028133615,0.8268375464994019,0.9306057477923759,0.0,7,-0.05246887404215582,-0.025938071402301865,-0.021216439427636402,0.0,-0.12394541349875055,-0.06430808290221253,,,-0.12295332050562446
0.871364295227276,0.9306057477923757,0.8193660256432962,0.9182112064425005,0.8172742010309321,0.9306057477923759,0.0,8,-0.11123972214907987,-0.012394541349875055,,,,-0.04846945009203091,-0.12394541349875055,-0.13191041793766142,-0.12394541349875055
0.8697456720992163,0.9306057477923757,0.8267222992867109,0.8807295058630686,0.8409251354547095,0.9306057477923759,0.0,9,-0.10388344850566507,-0.049876241929307175,-0.08590169646823986,,-0.12394541349875055,-0.06094686555076693,-0.12394541349875055,-0.1371552689705539,
0.8771921901903319,0.9306057477923757,0.8357276916149259,0.8789520999776194,0.8634832213764065,0.9306057477923759,0.0,10,-0.09487805617745007,-0.05165364781475642,-0.04295084823411993,,,-0.09094495563087701,,-0.1272628022865011,-0.12394541349875055
0.87214692397827,0.9306057477923757,0.8348111706915811,0.8875326054273958,0.8356381720017284,0.9306057477923759,0.0,11,-0.09579457710079496,-0.043073142364980256,,-0.12394541349875055,-0.12394541349875055,-0.09684225821358383,-0.04131513783291685,-0.12068822265030654,-0.12394541349875055
0.8664558103239017,0.9306057477923757,0.8270975122081945,0.879610327853033,0.8285096534420042,0.9306057477923759,0.0,12,-0.10350823558418151,-0.05099541993934299,-0.08590169646823986,-0.12394541349875055,,-0.09685279156348932,0.0,-0.16284063068810517,-0.12394541349875055
0.8681015973564522,0.9306057477923757,0.8215867482903789,0.8879888835515095,0.8322250097915447,0.9306057477923759,0.0,13,-0.10901899950199696,-0.04261686424086647,-0.08590169646823986,-0.12394541349875055,,-0.09953855186679916,,-0.12396735299342043,-0.12394541349875055
0.881615990448371,0.9306057477923757,0.862865816858506,0.8936978966848315,0.8392945004577695,0.9306057477923759,0.0,14,-0.0677399309338699,-0.03690785110754433,-0.051541017880943917,-0.12394541349875055,,-0.0859016964682392,0.0,,
0.8715371257312305,0.9306057477923757,0.8384695638590813,0.8765293064225788,0.8405438848508868,0.9306057477923759,0.0,15,-0.09213618393329474,-0.05407644136979715,-0.057267797645493244,,-0.12394541349875055,,-0.06197270674937527,-0.12688839620073278,-0.12394541349875055
