avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
0.6972201490954112,0.730685028265665,0.7081479386168075,0.6944764077833148,0.631019077087961,0.7635454230066782,0.0,1,-0.024820323677607743,-0.040959159329310366,-0.02902502565505327,-0.030489209776603993,-0.024924287954856867,-0.019646419618443024
0.7134200291873518,0.7466525963469612,0.7211710022635066,0.7205204867941836,0.6207817392957959,0.7693320641593415,0.005786641152663363,2,-0.02434860879253448,-0.03233787021123351,-0.016651913718628026,-0.030403474353129754,-0.01882301961622586,-0.027918839236909923
0.7196318723335647,0.7563651242071834,0.7252596450483381,0.713064103105804,0.6866586065118968,0.7693320641593415,0.0,3,-0.030387503358024592,-0.04801867533172662,-0.019781188558662094,-0.052232734528782965,-0.029225486206678225,-0.022722874370553352
0.7204410706871989,0.7603786226388402,0.7166067723390583,0.7209520601559356,0.6937967542531703,0.7693320641593415,0.0,4,-0.04377451385959472,-0.04220406825582729,-0.018020931753985836,-0.05384844810841995,-0.037205524076986136,-0.04401830802801319
0.7281322177327294,0.7658911427825668,0.7286691487791019,0.7250117233352678,0.7007075460872507,0.7693320641593415,0.0,5,-0.03785232966099551,-0.04279334601893827,-0.04143322435906982,-0.05089365544684411,-0.027128615888863093,-0.031351349046714674
0.7260218892538677,0.7693206673726186,0.717042596134531,0.7522602325651367,0.6136869103673873,0.7693320641593415,0.0,6,-0.05227522204140726,-0.0170718315942052,-0.04551470036485457,-0.06469077730223784,-0.043529396610372625,-0.05308161107332744
0.7388183062326393,0.7693320641593414,0.7208729808596671,0.7603264657890757,0.6940532115720792,0.7693320641593415,0.0,7,-0.048459083299674646,-0.009005598370266233,-0.01040153344961312,-0.06382964147576108,-0.040883146442769296,-0.05889190632737869
0.7394104764388358,0.7693320641593414,0.7240912395809437,0.7588359313008324,0.6930640167019104,0.7728274546296324,0.0034953904702909044,8,-0.04524082457839785,-0.010496132858509533,,-0.061136907970727586,-0.03586143665229952,-0.01484974905105938
0.7408740848173462,0.769751781978393,0.7231299445388573,0.7632442352950372,0.6934923468594896,0.7728274546296324,0.0,9,-0.046576959753428605,-0.006949641420749208,-0.035914165484199526,-0.06685802950501664,-0.0366014027857419,-0.03939741022805088
0.741974397408791,0.7704818856440894,0.7261271825621634,0.7652208701228139,0.6838698777039097,0.775309531633505,0.002482077003872596,10,-0.04428948038466433,-0.006541314933112913,-0.03280328806406937,-0.06972679372658296,-0.04045244006038496,-0.032440857804545725
