avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.2033738982539165,0.2033738982539165,0.0,0.0,0.2033738982539165,0.8092571643390896,0.0,0,0.0,0.0,,,,,,
0.667902999151693,0.7967687102870663,0.643569948872507,0.7612363101601539,0.2630362450992203,0.8092571643390896,0.0,1,-0.15362248203986598,-0.042200347778230486,-0.5303936454440424,-0.022690296639709524,-0.04468574572530674,-0.016720240350405164,,
0.5623792164591591,0.8088864543397886,0.5024036048587138,0.7013228227042365,0.0,0.8270525819240624,0.017795417584972828,2,-0.30601946198194835,-0.10793434163485306,-0.2748136344701393,,-0.5480763807704739,-0.05028352588144519,-0.2757491115746625,
0.6755935756786495,0.8151889702007472,0.711822955218219,0.7733637414282182,0.0,0.8270525819240624,0.0,3,-0.10781486937877116,-0.04182522877252915,,-0.012925273553747563,,-0.05512667008494635,-0.3281477409892976,-0.046127052553765924
0.6899301367958457,0.822098879603276,0.6961687043009599,0.7619268897625537,0.2448201121011266,0.8270525819240624,0.0,4,-0.12716860088251256,-0.0651256921615087,,-0.06758223264085855,-0.034749259860767046,-0.038033439795515434,-0.2890925350979938,-0.042819512834572304
0.6929593565057882,0.8270525819240624,0.6984966767094867,0.7651922737275387,0.24778518138571745,0.8317111514234947,0.00465856949943233,5,-0.12855590521457572,-0.06186030819652354,-0.04986813425505787,-0.04400422949896718,-0.06886013820560588,-0.04284793199219561,-0.2917556576871495,-0.038055109377582275
0.5758347413141592,0.8286054384238731,0.45329692387571363,0.7791385698037162,0.0,0.8317111514234947,0.0,6,-0.376084942798065,-0.050243296870062265,-0.06312215605547866,-0.005050862941187506,-0.8270525819240624,-0.04249785104014092,-0.4761586084047153,-0.4176653569992623
0.654456061517796,0.8294563823181681,0.7052666772200262,0.723509380994921,0.0,0.8317111514234947,0.0,7,-0.1235887549996154,-0.10767533597443683,-0.047824599954401636,-0.04547757906602273,-0.4440670850559098,,-0.12009160726176844,-0.01601723668580372
0.5378125055133576,0.8310671313757663,0.5155440305995301,0.6212204503399225,0.0,0.8317111514234947,0.0,8,-0.31552310077623624,-0.2104907010835723,-0.28759829813020316,-0.0520098897119613,,-0.05634843531897323,-0.4698574159521937,-0.5875707624503188
0.5759105498459033,0.8310671313757663,0.6585441019223625,0.5734654898484541,0.0,0.8317111514234947,0.0,9,-0.17236202444147156,-0.2582456615750406,,-0.045156224201129525,,-0.04168469568064981,-0.012402086722422823,-0.8317111514234947
0.4231476841517744,0.8317111514234948,0.33112216745342565,0.45820783902675205,0.24244566417353938,0.8317111514234947,0.0,10,-0.500588983970069,-0.3735033123967426,-0.8317111514234947,-0.5673511126503447,-0.8317111514234947,-0.03932205591413962,-0.8317111514234947,-0.03425281077706904
0.5418488411931713,0.8317111514234948,0.4487352262915711,0.6332546696828668,0.2588176766104666,0.8317111514234947,0.0,11,-0.38297592513192374,-0.19845648174062788,-0.8317111514234947,-0.05994929462788484,-0.24668255353027765,-0.41585557571174736,-0.6085533317864048,
