Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.6229299099682665,0.4676665556058489,0.6,0.044905308286850465,0.2,0.020060198405634368,0.0
2,0.6229299099682665,0.4674285575412568,0.8,0.0,0.2,-0.04469321244690433,0.0
3,0.6229299099682665,0.47549910994382527,0.4,0.0,0.2,-0.00588243672363693,0.0
4,0.6229299099682665,0.4723052105430135,0.8,0.0,0.2,-0.012798017752981793,0.0
5,0.6229299099682665,0.49192867804356394,0.8,0.0,0.2,-0.02190344265038289,-0.0058170115891768015
6,0.6229299099682665,0.5223223127719618,0.6,0.0,0.0,-0.03275882625316938,0.0
7,0.6229299099682665,0.49715073247707664,0.8,0.0,0.0,-0.06495127898457598,0.0
8,0.6325214153722678,0.5876875203069402,0.8,0.009591505404001333,0.2,0.006568054592949302,0.04886311652520159
9,0.6325214153722678,0.5466740523173244,0.8,0.0,0.0,-0.07547282086618114,0.0
10,0.6325214153722678,0.51401506168693,0.8,0.0,0.0,-0.06435458378377504,-0.07267515616296438
11,0.6325214153722678,0.5550123003831406,1.0,0.0,0.2,-0.008110970908961434,0.0
12,0.6325214153722678,0.5434944468924771,0.8,0.0,0.2,-0.018189916438384867,-0.042219480514753466
13,0.6325214153722678,0.5807749438722712,0.6,0.0,0.0,-0.030727779427393444,0.1043645627178223
14,0.6325214153722678,0.5858368958921157,0.8,0.0,0.0,-0.01825073602189564,0.0
15,0.6325214153722678,0.567474270078822,1.0,0.0,0.0,-0.025232302432991006,-0.017977457412458597
